"uf","codigo_ibge","municipio","tipo","status"
"CE","2302107","Baturité","bandeira","revisao_pendente"
"CE","2302206","Beberibe","brasao","revisao_pendente"
"CE","2302206","Beberibe","bandeira","revisao_pendente"
"CE","2302305","Bela Cruz","brasao","revisao_pendente"
"CE","2302305","Bela Cruz","bandeira","rejeitado"
"CE","2302404","Boa Viagem","brasao","revisao_pendente"
"CE","2302404","Boa Viagem","bandeira","revisao_pendente"
"CE","2302503","Brejo Santo","brasao","revisao_pendente"
"CE","2302503","Brejo Santo","bandeira","revisao_pendente"
"CE","2302602","Camocim","brasao","revisao_pendente"
"CE","2302602","Camocim","bandeira","revisao_pendente"
"CE","2302701","Campos Sales","brasao","revisao_pendente"
"CE","2302701","Campos Sales","bandeira","revisao_pendente"
"CE","2302800","Canindé","brasao","revisao_pendente"
"CE","2302800","Canindé","bandeira","revisao_pendente"
"CE","2302909","Capistrano","brasao","revisao_pendente"
"CE","2302909","Capistrano","bandeira","revisao_pendente"
"CE","2303006","Caridade","brasao","nao_encontrado"
"CE","2303006","Caridade","bandeira","nao_encontrado"
"CE","2303105","Cariré","brasao","revisao_pendente"
"CE","2303105","Cariré","bandeira","revisao_pendente"
"CE","2303204","Caririaçu","brasao","revisao_pendente"
"CE","2303204","Caririaçu","bandeira","revisao_pendente"
"CE","2303303","Cariús","brasao","revisao_pendente"
"CE","2303303","Cariús","bandeira","revisao_pendente"
"CE","2303402","Carnaubal","brasao","revisao_pendente"
"CE","2303402","Carnaubal","bandeira","revisao_pendente"
"CE","2303501","Cascavel","brasao","revisao_pendente"
"CE","2303501","Cascavel","bandeira","revisao_pendente"
"CE","2303600","Catarina","brasao","revisao_pendente"
"CE","2303600","Catarina","bandeira","revisao_pendente"
"CE","2303659","Catunda","brasao","revisao_pendente"
"CE","2303659","Catunda","bandeira","revisao_pendente"
"CE","2303709","Caucaia","brasao","revisao_pendente"
"CE","2303709","Caucaia","bandeira","revisao_pendente"
"CE","2303808","Cedro","brasao","revisao_pendente"
"CE","2303808","Cedro","bandeira","revisao_pendente"
"CE","2303907","Chaval","brasao","revisao_pendente"
"CE","2303907","Chaval","bandeira","revisao_pendente"
"CE","2303931","Choró","brasao","nao_encontrado"
"CE","2303931","Choró","bandeira","nao_encontrado"
"CE","2303956","Chorozinho","brasao","nao_encontrado"
"CE","2303956","Chorozinho","bandeira","nao_encontrado"
"CE","2304004","Coreaú","brasao","revisao_pendente"
"CE","2304004","Coreaú","bandeira","revisao_pendente"
"CE","2304103","Crateús","brasao","revisao_pendente"
"CE","2304103","Crateús","bandeira","revisao_pendente"
"CE","2304202","Crato","brasao","revisao_pendente"
"CE","2304202","Crato","bandeira","revisao_pendente"
"CE","2304236","Croatá","brasao","revisao_pendente"
"CE","2304236","Croatá","bandeira","revisao_pendente"
"CE","2304251","Cruz","brasao","revisao_pendente"
"CE","2304251","Cruz","bandeira","revisao_pendente"
"CE","2304269","Deputado Irapuan Pinheiro","brasao","revisao_pendente"
"CE","2304269","Deputado Irapuan Pinheiro","bandeira","revisao_pendente"
"CE","2304277","Ereré","brasao","revisao_pendente"
"CE","2304277","Ereré","bandeira","revisao_pendente"
"CE","2304285","Eusébio","brasao","nao_encontrado"
"CE","2304285","Eusébio","bandeira","nao_encontrado"
"CE","2304301","Farias Brito","brasao","revisao_pendente"
"CE","2304301","Farias Brito","bandeira","revisao_pendente"
"CE","2304350","Forquilha","brasao","revisao_pendente"
"CE","2304350","Forquilha","bandeira","revisao_pendente"
"CE","2304400","Fortaleza","brasao","revisao_pendente"
"CE","2304400","Fortaleza","bandeira","rejeitado"
"CE","2304459","Fortim","brasao","revisao_pendente"
"CE","2304459","Fortim","bandeira","revisao_pendente"
"CE","2304509","Frecheirinha","brasao","revisao_pendente"
"CE","2304509","Frecheirinha","bandeira","revisao_pendente"
"CE","2304608","General Sampaio","brasao","nao_encontrado"
"CE","2304608","General Sampaio","bandeira","revisao_pendente"
"CE","2304657","Graça","brasao","revisao_pendente"
"CE","2304657","Graça","bandeira","revisao_pendente"
"CE","2304707","Granja","brasao","revisao_pendente"
"CE","2304707","Granja","bandeira","revisao_pendente"
"CE","2304806","Granjeiro","brasao","revisao_pendente"
"CE","2304806","Granjeiro","bandeira","revisao_pendente"
"CE","2304905","Groaíras","brasao","revisao_pendente"
"CE","2304905","Groaíras","bandeira","revisao_pendente"
"CE","2304954","Guaiúba","brasao","nao_encontrado"
"CE","2304954","Guaiúba","bandeira","revisao_pendente"
"CE","2305001","Guaraciaba do Norte","brasao","revisao_pendente"
"CE","2305001","Guaraciaba do Norte","bandeira","revisao_pendente"
"CE","2305100","Guaramiranga","brasao","nao_encontrado"
"CE","2305100","Guaramiranga","bandeira","nao_encontrado"
"CE","2305209","Hidrolândia","brasao","revisao_pendente"
"CE","2305209","Hidrolândia","bandeira","nao_encontrado"
"CE","2305233","Horizonte","brasao","revisao_pendente"
"CE","2305233","Horizonte","bandeira","revisao_pendente"
"CE","2305266","Ibaretama","brasao","revisao_pendente"
"CE","2305266","Ibaretama","bandeira","revisao_pendente"
"CE","2305308","Ibiapina","brasao","revisao_pendente"
"CE","2305308","Ibiapina","bandeira","rejeitado"
"CE","2305332","Ibicuitinga","brasao","nao_encontrado"
"CE","2305332","Ibicuitinga","bandeira","nao_encontrado"
"CE","2305357","Icapuí","brasao","revisao_pendente"
"CE","2305357","Icapuí","bandeira","revisao_pendente"
"CE","2305407","Icó","brasao","revisao_pendente"
"CE","2305407","Icó","bandeira","revisao_pendente"
"CE","2305506","Iguatu","brasao","revisao_pendente"
"CE","2305506","Iguatu","bandeira","revisao_pendente"
"CE","2305605","Independência","brasao","revisao_pendente"
"CE","2305605","Independência","bandeira","revisao_pendente"
"CE","2305654","Ipaporanga","brasao","nao_encontrado"
"CE","2305654","Ipaporanga","bandeira","nao_encontrado"
"CE","2305704","Ipaumirim","brasao","revisao_pendente"
"CE","2305704","Ipaumirim","bandeira","revisao_pendente"
"CE","2305803","Ipu","brasao","nao_encontrado"
"CE","2305803","Ipu","bandeira","revisao_pendente"
"CE","2305902","Ipueiras","brasao","revisao_pendente"
"CE","2305902","Ipueiras","bandeira","revisao_pendente"
"CE","2306009","Iracema","brasao","nao_encontrado"
"CE","2306009","Iracema","bandeira","nao_encontrado"
"CE","2306108","Irauçuba","brasao","revisao_pendente"
"CE","2306108","Irauçuba","bandeira","nao_encontrado"
"CE","2306207","Itaiçaba","brasao","revisao_pendente"
"CE","2306207","Itaiçaba","bandeira","revisao_pendente"
"CE","2306256","Itaitinga","brasao","revisao_pendente"
"CE","2306256","Itaitinga","bandeira","revisao_pendente"
"CE","2306306","Itapajé","brasao","revisao_pendente"
"CE","2306306","Itapajé","bandeira","revisao_pendente"
"CE","2306405","Itapipoca","brasao","revisao_pendente"
"CE","2306405","Itapipoca","bandeira","revisao_pendente"
"CE","2306504","Itapiúna","brasao","revisao_pendente"
"CE","2306504","Itapiúna","bandeira","revisao_pendente"
"CE","2306553","Itarema","brasao","nao_encontrado"
"CE","2306553","Itarema","bandeira","revisao_pendente"
"CE","2306603","Itatira","brasao","revisao_pendente"
"CE","2306603","Itatira","bandeira","revisao_pendente"
"CE","2306702","Jaguaretama","brasao","revisao_pendente"
"CE","2306702","Jaguaretama","bandeira","revisao_pendente"
"CE","2306801","Jaguaribara","brasao","revisao_pendente"
"CE","2306801","Jaguaribara","bandeira","revisao_pendente"
"CE","2306900","Jaguaribe","brasao","nao_encontrado"
"CE","2306900","Jaguaribe","bandeira","revisao_pendente"
"CE","2307007","Jaguaruana","brasao","revisao_pendente"
"CE","2307007","Jaguaruana","bandeira","nao_encontrado"
"CE","2307106","Jardim","brasao","revisao_pendente"
"CE","2307106","Jardim","bandeira","revisao_pendente"
"CE","2307205","Jati","brasao","nao_encontrado"
"CE","2307205","Jati","bandeira","revisao_pendente"
"CE","2307254","Jijoca de Jericoacoara","brasao","revisao_pendente"
"CE","2307254","Jijoca de Jericoacoara","bandeira","revisao_pendente"
"CE","2307304","Juazeiro do Norte","brasao","revisao_pendente"
"CE","2307304","Juazeiro do Norte","bandeira","revisao_pendente"
"CE","2307403","Jucás","brasao","revisao_pendente"
"CE","2307403","Jucás","bandeira","revisao_pendente"
"CE","2307502","Lavras da Mangabeira","brasao","revisao_pendente"
"CE","2307502","Lavras da Mangabeira","bandeira","revisao_pendente"
"CE","2307601","Limoeiro do Norte","brasao","revisao_pendente"
"CE","2307601","Limoeiro do Norte","bandeira","revisao_pendente"
"CE","2307635","Madalena","brasao","revisao_pendente"
"CE","2307635","Madalena","bandeira","revisao_pendente"
"CE","2307650","Maracanaú","brasao","revisao_pendente"
"CE","2307650","Maracanaú","bandeira","revisao_pendente"
"CE","2307700","Maranguape","brasao","revisao_pendente"
"CE","2307700","Maranguape","bandeira","revisao_pendente"
"CE","2307809","Marco","brasao","revisao_pendente"
"CE","2307809","Marco","bandeira","revisao_pendente"
"CE","2307908","Martinópole","brasao","revisao_pendente"
"CE","2307908","Martinópole","bandeira","revisao_pendente"
"CE","2308005","Massapê","brasao","revisao_pendente"
"CE","2308005","Massapê","bandeira","revisao_pendente"
"CE","2308104","Mauriti","brasao","revisao_pendente"
"CE","2308104","Mauriti","bandeira","revisao_pendente"
"CE","2308203","Meruoca","brasao","revisao_pendente"
"CE","2308203","Meruoca","bandeira","revisao_pendente"
"CE","2308302","Milagres","brasao","revisao_pendente"
"CE","2308302","Milagres","bandeira","revisao_pendente"
"CE","2308351","Milhã","brasao","revisao_pendente"
"CE","2308351","Milhã","bandeira","nao_encontrado"
"CE","2308377","Miraíma","brasao","revisao_pendente"
"CE","2308377","Miraíma","bandeira","revisao_pendente"
"CE","2308401","Missão Velha","brasao","revisao_pendente"
"CE","2308401","Missão Velha","bandeira","revisao_pendente"
"CE","2308500","Mombaça","brasao","revisao_pendente"
"CE","2308500","Mombaça","bandeira","revisao_pendente"
"CE","2308609","Monsenhor Tabosa","brasao","revisao_pendente"
"CE","2308609","Monsenhor Tabosa","bandeira","revisao_pendente"
"CE","2308708","Morada Nova","brasao","revisao_pendente"
"CE","2308708","Morada Nova","bandeira","revisao_pendente"
"CE","2308807","Moraújo","brasao","revisao_pendente"
"CE","2308807","Moraújo","bandeira","revisao_pendente"
"CE","2308906","Morrinhos","brasao","revisao_pendente"
"CE","2308906","Morrinhos","bandeira","revisao_pendente"
"CE","2309003","Mucambo","brasao","revisao_pendente"
"CE","2309003","Mucambo","bandeira","revisao_pendente"
"CE","2309102","Mulungu","brasao","revisao_pendente"
"CE","2309102","Mulungu","bandeira","revisao_pendente"
"CE","2309201","Nova Olinda","brasao","nao_encontrado"
"CE","2309201","Nova Olinda","bandeira","nao_encontrado"
"CE","2309300","Nova Russas","brasao","revisao_pendente"
"CE","2309300","Nova Russas","bandeira","revisao_pendente"
"CE","2309409","Novo Oriente","brasao","nao_encontrado"
"CE","2309409","Novo Oriente","bandeira","revisao_pendente"
"CE","2309458","Ocara","brasao","revisao_pendente"
"CE","2309458","Ocara","bandeira","revisao_pendente"
"CE","2309508","Orós","brasao","revisao_pendente"
"CE","2309508","Orós","bandeira","revisao_pendente"
"CE","2309607","Pacajus","brasao","revisao_pendente"
"CE","2309607","Pacajus","bandeira","revisao_pendente"
"CE","2309706","Pacatuba","brasao","revisao_pendente"
"CE","2309706","Pacatuba","bandeira","revisao_pendente"
"CE","2309805","Pacoti","brasao","revisao_pendente"
"CE","2309805","Pacoti","bandeira","revisao_pendente"
"CE","2309904","Pacujá","brasao","revisao_pendente"
"CE","2309904","Pacujá","bandeira","revisao_pendente"
"CE","2310001","Palhano","brasao","revisao_pendente"
"CE","2310001","Palhano","bandeira","revisao_pendente"
"CE","2310100","Palmácia","brasao","revisao_pendente"
"CE","2310100","Palmácia","bandeira","revisao_pendente"
"CE","2310209","Paracuru","brasao","revisao_pendente"
"CE","2310209","Paracuru","bandeira","revisao_pendente"
"CE","2310258","Paraipaba","brasao","revisao_pendente"
"CE","2310258","Paraipaba","bandeira","revisao_pendente"
"CE","2310308","Parambu","brasao","revisao_pendente"
"CE","2310308","Parambu","bandeira","revisao_pendente"
"CE","2310407","Paramoti","brasao","revisao_pendente"
"CE","2310407","Paramoti","bandeira","revisao_pendente"
"CE","2310506","Pedra Branca","brasao","revisao_pendente"
"CE","2310506","Pedra Branca","bandeira","nao_encontrado"
"CE","2310605","Penaforte","brasao","revisao_pendente"
"CE","2310605","Penaforte","bandeira","revisao_pendente"
"CE","2310704","Pentecoste","brasao","revisao_pendente"
"CE","2310704","Pentecoste","bandeira","revisao_pendente"
"CE","2310803","Pereiro","brasao","revisao_pendente"
"CE","2310803","Pereiro","bandeira","revisao_pendente"
"CE","2310852","Pindoretama","brasao","revisao_pendente"
"CE","2310852","Pindoretama","bandeira","revisao_pendente"
"CE","2310902","Piquet Carneiro","brasao","nao_encontrado"
"CE","2310902","Piquet Carneiro","bandeira","revisao_pendente"
"CE","2310951","Pires Ferreira","brasao","nao_encontrado"
"CE","2310951","Pires Ferreira","bandeira","revisao_pendente"
"CE","2311009","Poranga","brasao","revisao_pendente"
"CE","2311009","Poranga","bandeira","revisao_pendente"
"CE","2311108","Porteiras","brasao","revisao_pendente"
"CE","2311108","Porteiras","bandeira","revisao_pendente"
"CE","2311207","Potengi","brasao","nao_encontrado"
"CE","2311207","Potengi","bandeira","nao_encontrado"
"CE","2311231","Potiretama","brasao","nao_encontrado"
"CE","2311231","Potiretama","bandeira","revisao_pendente"
"CE","2311264","Quiterianópolis","brasao","revisao_pendente"
"CE","2311264","Quiterianópolis","bandeira","revisao_pendente"
"CE","2311306","Quixadá","brasao","revisao_pendente"
"CE","2311306","Quixadá","bandeira","revisao_pendente"
"CE","2311355","Quixelô","brasao","revisao_pendente"
"CE","2311355","Quixelô","bandeira","revisao_pendente"
"CE","2311405","Quixeramobim","brasao","revisao_pendente"
"CE","2311405","Quixeramobim","bandeira","nao_encontrado"
"CE","2311504","Quixeré","brasao","nao_encontrado"
"CE","2311504","Quixeré","bandeira","revisao_pendente"
"CE","2311603","Redenção","brasao","revisao_pendente"
"CE","2311603","Redenção","bandeira","revisao_pendente"
"CE","2311702","Reriutaba","brasao","revisao_pendente"
"CE","2311702","Reriutaba","bandeira","revisao_pendente"
"CE","2311801","Russas","brasao","revisao_pendente"
"CE","2311801","Russas","bandeira","revisao_pendente"
"CE","2311900","Saboeiro","brasao","revisao_pendente"
"CE","2311900","Saboeiro","bandeira","revisao_pendente"
"CE","2311959","Salitre","brasao","nao_encontrado"
"CE","2311959","Salitre","bandeira","nao_encontrado"
"CE","2312007","Santana do Acaraú","brasao","revisao_pendente"
"CE","2312007","Santana do Acaraú","bandeira","revisao_pendente"
"CE","2312106","Santana do Cariri","brasao","nao_encontrado"
"CE","2312106","Santana do Cariri","bandeira","revisao_pendente"
"CE","2312205","Santa Quitéria","brasao","revisao_pendente"
"CE","2312205","Santa Quitéria","bandeira","revisao_pendente"
"CE","2312304","São Benedito","brasao","revisao_pendente"
"CE","2312304","São Benedito","bandeira","revisao_pendente"
"CE","2312403","São Gonçalo do Amarante","brasao","revisao_pendente"
"CE","2312403","São Gonçalo do Amarante","bandeira","revisao_pendente"
"CE","2312502","São João do Jaguaribe","brasao","revisao_pendente"
"CE","2312502","São João do Jaguaribe","bandeira","revisao_pendente"
"CE","2312601","São Luís do Curu","brasao","revisao_pendente"
"CE","2312601","São Luís do Curu","bandeira","revisao_pendente"
"CE","2312700","Senador Pompeu","brasao","revisao_pendente"
"CE","2312700","Senador Pompeu","bandeira","revisao_pendente"
"CE","2312809","Senador Sá","brasao","revisao_pendente"
"CE","2312809","Senador Sá","bandeira","revisao_pendente"
"CE","2312908","Sobral","brasao","revisao_pendente"
"CE","2312908","Sobral","bandeira","revisao_pendente"
"CE","2313005","Solonópole","brasao","revisao_pendente"
"CE","2313005","Solonópole","bandeira","revisao_pendente"
"CE","2313104","Tabuleiro do Norte","brasao","revisao_pendente"
"CE","2313104","Tabuleiro do Norte","bandeira","revisao_pendente"
"CE","2313203","Tamboril","brasao","revisao_pendente"
"CE","2313203","Tamboril","bandeira","revisao_pendente"
"CE","2313252","Tarrafas","brasao","revisao_pendente"
"CE","2313252","Tarrafas","bandeira","revisao_pendente"
"CE","2313302","Tauá","brasao","revisao_pendente"
"CE","2313302","Tauá","bandeira","revisao_pendente"
"CE","2313351","Tejuçuoca","brasao","revisao_pendente"
"CE","2313351","Tejuçuoca","bandeira","revisao_pendente"
"CE","2313401","Tianguá","brasao","revisao_pendente"
"CE","2313401","Tianguá","bandeira","revisao_pendente"
"CE","2313500","Trairi","brasao","revisao_pendente"
"CE","2313500","Trairi","bandeira","revisao_pendente"
"CE","2313559","Tururu","brasao","nao_encontrado"
"CE","2313559","Tururu","bandeira","revisao_pendente"
"CE","2313609","Ubajara","brasao","nao_encontrado"
"CE","2313609","Ubajara","bandeira","revisao_pendente"
"CE","2313708","Umari","brasao","nao_encontrado"
"CE","2313708","Umari","bandeira","nao_encontrado"
"CE","2313757","Umirim","brasao","nao_encontrado"
"CE","2313757","Umirim","bandeira","revisao_pendente"
"CE","2313807","Uruburetama","brasao","revisao_pendente"
"CE","2313807","Uruburetama","bandeira","revisao_pendente"
"CE","2313906","Uruoca","brasao","revisao_pendente"
"CE","2313906","Uruoca","bandeira","revisao_pendente"
"CE","2313955","Varjota","brasao","revisao_pendente"
"CE","2313955","Varjota","bandeira","revisao_pendente"
"CE","2314003","Várzea Alegre","brasao","revisao_pendente"
"CE","2314003","Várzea Alegre","bandeira","revisao_pendente"
"CE","2314102","Viçosa do Ceará","brasao","revisao_pendente"
"CE","2314102","Viçosa do Ceará","bandeira","revisao_pendente"
"RN","2400109","Acari","brasao","revisao_pendente"
"RN","2400109","Acari","bandeira","revisao_pendente"
"RN","2400208","Assú","brasao","revisao_pendente"
"RN","2400208","Assú","bandeira","revisao_pendente"
"RN","2400307","Afonso Bezerra","brasao","revisao_pendente"
"RN","2400307","Afonso Bezerra","bandeira","revisao_pendente"
"RN","2400406","Água Nova","brasao","revisao_pendente"
"RN","2400406","Água Nova","bandeira","revisao_pendente"
"RN","2400505","Alexandria","brasao","revisao_pendente"
"RN","2400505","Alexandria","bandeira","revisao_pendente"
"RN","2400604","Almino Afonso","brasao","revisao_pendente"
"RN","2400604","Almino Afonso","bandeira","revisao_pendente"
"RN","2400703","Alto do Rodrigues","brasao","revisao_pendente"
"RN","2400703","Alto do Rodrigues","bandeira","revisao_pendente"
"RN","2400802","Angicos","brasao","revisao_pendente"
"RN","2400802","Angicos","bandeira","revisao_pendente"
"RN","2400901","Antônio Martins","brasao","revisao_pendente"
"RN","2400901","Antônio Martins","bandeira","revisao_pendente"
"RN","2401008","Apodi","brasao","revisao_pendente"
"RN","2401008","Apodi","bandeira","revisao_pendente"
"RN","2401107","Areia Branca","brasao","revisao_pendente"
"RN","2401107","Areia Branca","bandeira","revisao_pendente"
"RN","2401206","Arez","brasao","revisao_pendente"
"RN","2401206","Arez","bandeira","revisao_pendente"
"RN","2401305","Campo Grande","brasao","revisao_pendente"
"RN","2401305","Campo Grande","bandeira","revisao_pendente"
"RN","2401404","Baía Formosa","brasao","revisao_pendente"
"RN","2401404","Baía Formosa","bandeira","revisao_pendente"
"RN","2401453","Baraúna","brasao","revisao_pendente"
"RN","2401453","Baraúna","bandeira","revisao_pendente"
"RN","2401503","Barcelona","brasao","revisao_pendente"
"RN","2401503","Barcelona","bandeira","revisao_pendente"
"RN","2401602","Bento Fernandes","brasao","revisao_pendente"
"RN","2401602","Bento Fernandes","bandeira","revisao_pendente"
"RN","2401651","Bodó","brasao","revisao_pendente"
"RN","2401651","Bodó","bandeira","revisao_pendente"
"RN","2401701","Bom Jesus","brasao","revisao_pendente"
"RN","2401701","Bom Jesus","bandeira","revisao_pendente"
"RN","2401800","Brejinho","brasao","revisao_pendente"
"RN","2401800","Brejinho","bandeira","revisao_pendente"
"RN","2401859","Caiçara do Norte","brasao","revisao_pendente"
"RN","2401859","Caiçara do Norte","bandeira","revisao_pendente"
"RN","2401909","Caiçara do Rio do Vento","brasao","revisao_pendente"
"RN","2401909","Caiçara do Rio do Vento","bandeira","revisao_pendente"
"RN","2402006","Caicó","brasao","revisao_pendente"
"RN","2402006","Caicó","bandeira","revisao_pendente"
"RN","2402105","Campo Redondo","brasao","revisao_pendente"
"RN","2402105","Campo Redondo","bandeira","revisao_pendente"
"RN","2402204","Canguaretama","brasao","revisao_pendente"
"RN","2402204","Canguaretama","bandeira","revisao_pendente"
"RN","2402303","Caraúbas","brasao","revisao_pendente"
"RN","2402303","Caraúbas","bandeira","revisao_pendente"
"RN","2402402","Carnaúba dos Dantas","brasao","revisao_pendente"
"RN","2402402","Carnaúba dos Dantas","bandeira","revisao_pendente"
"RN","2402501","Carnaubais","brasao","revisao_pendente"
"RN","2402501","Carnaubais","bandeira","revisao_pendente"
"RN","2402600","Ceará-Mirim","brasao","revisao_pendente"
"RN","2402600","Ceará-Mirim","bandeira","revisao_pendente"
"RN","2402709","Cerro Corá","brasao","revisao_pendente"
"RN","2402709","Cerro Corá","bandeira","revisao_pendente"
"RN","2402808","Coronel Ezequiel","brasao","revisao_pendente"
"RN","2402808","Coronel Ezequiel","bandeira","revisao_pendente"
"RN","2402907","Coronel João Pessoa","brasao","revisao_pendente"
"RN","2402907","Coronel João Pessoa","bandeira","revisao_pendente"
"RN","2403004","Cruzeta","brasao","revisao_pendente"
"RN","2403004","Cruzeta","bandeira","revisao_pendente"
"RN","2403103","Currais Novos","brasao","revisao_pendente"
"RN","2403103","Currais Novos","bandeira","revisao_pendente"
"RN","2403202","Doutor Severiano","brasao","revisao_pendente"
"RN","2403202","Doutor Severiano","bandeira","revisao_pendente"
"RN","2403251","Parnamirim","brasao","revisao_pendente"
"RN","2403251","Parnamirim","bandeira","revisao_pendente"
"RN","2403301","Encanto","brasao","revisao_pendente"
"RN","2403301","Encanto","bandeira","revisao_pendente"
"RN","2403400","Equador","brasao","revisao_pendente"
"RN","2403400","Equador","bandeira","revisao_pendente"
"RN","2403509","Espírito Santo","brasao","revisao_pendente"
"RN","2403509","Espírito Santo","bandeira","revisao_pendente"
"RN","2403608","Extremoz","brasao","revisao_pendente"
"RN","2403608","Extremoz","bandeira","revisao_pendente"
"RN","2403707","Felipe Guerra","brasao","revisao_pendente"
"RN","2403707","Felipe Guerra","bandeira","revisao_pendente"
"RN","2403756","Fernando Pedroza","brasao","revisao_pendente"
"RN","2403756","Fernando Pedroza","bandeira","revisao_pendente"
"RN","2403806","Florânia","brasao","revisao_pendente"
"RN","2403806","Florânia","bandeira","revisao_pendente"
"RN","2403905","Francisco Dantas","brasao","revisao_pendente"
"RN","2403905","Francisco Dantas","bandeira","revisao_pendente"
"RN","2404002","Frutuoso Gomes","brasao","revisao_pendente"
"RN","2404002","Frutuoso Gomes","bandeira","revisao_pendente"
"RN","2404101","Galinhos","brasao","revisao_pendente"
"RN","2404101","Galinhos","bandeira","revisao_pendente"
"RN","2404200","Goianinha","brasao","revisao_pendente"
"RN","2404200","Goianinha","bandeira","revisao_pendente"
"RN","2404309","Governador Dix-Sept Rosado","brasao","revisao_pendente"
"RN","2404309","Governador Dix-Sept Rosado","bandeira","revisao_pendente"
"RN","2404408","Grossos","brasao","revisao_pendente"
"RN","2404408","Grossos","bandeira","revisao_pendente"
"RN","2404507","Guamaré","brasao","revisao_pendente"
"RN","2404507","Guamaré","bandeira","revisao_pendente"
"RN","2404606","Ielmo Marinho","brasao","revisao_pendente"
"RN","2404606","Ielmo Marinho","bandeira","revisao_pendente"
"RN","2404705","Ipanguaçu","brasao","revisao_pendente"
"RN","2404705","Ipanguaçu","bandeira","revisao_pendente"
"RN","2404804","Ipueira","brasao","revisao_pendente"
"RN","2404804","Ipueira","bandeira","revisao_pendente"
"RN","2404853","Itajá","brasao","revisao_pendente"
"RN","2404853","Itajá","bandeira","revisao_pendente"
"RN","2404903","Itaú","brasao","revisao_pendente"
"RN","2404903","Itaú","bandeira","revisao_pendente"
"RN","2405009","Jaçanã","brasao","revisao_pendente"
"RN","2405009","Jaçanã","bandeira","revisao_pendente"
"RN","2405108","Jandaíra","brasao","revisao_pendente"
"RN","2405108","Jandaíra","bandeira","revisao_pendente"
"RN","2405207","Janduís","brasao","revisao_pendente"
"RN","2405207","Janduís","bandeira","revisao_pendente"
"RN","2405306","Januário Cicco","brasao","revisao_pendente"
"RN","2405306","Januário Cicco","bandeira","revisao_pendente"
"RN","2405405","Japi","brasao","revisao_pendente"
"RN","2405405","Japi","bandeira","revisao_pendente"
"RN","2405504","Jardim de Angicos","brasao","revisao_pendente"
"RN","2405504","Jardim de Angicos","bandeira","revisao_pendente"
"RN","2405603","Jardim de Piranhas","brasao","revisao_pendente"
"RN","2405603","Jardim de Piranhas","bandeira","revisao_pendente"
"RN","2405702","Jardim do Seridó","brasao","revisao_pendente"
"RN","2405702","Jardim do Seridó","bandeira","revisao_pendente"
"RN","2405801","João Câmara","brasao","revisao_pendente"
"RN","2405801","João Câmara","bandeira","revisao_pendente"
"RN","2405900","João Dias","brasao","revisao_pendente"
"RN","2405900","João Dias","bandeira","revisao_pendente"
"RN","2406007","José da Penha","brasao","revisao_pendente"
"RN","2406007","José da Penha","bandeira","revisao_pendente"
"RN","2406106","Jucurutu","brasao","revisao_pendente"
"RN","2406106","Jucurutu","bandeira","revisao_pendente"
"RN","2406155","Jundiá","brasao","revisao_pendente"
"RN","2406155","Jundiá","bandeira","revisao_pendente"
"RN","2406205","Lagoa d'Anta","brasao","revisao_pendente"
"RN","2406205","Lagoa d'Anta","bandeira","revisao_pendente"
"RN","2406304","Lagoa de Pedras","brasao","revisao_pendente"
"RN","2406304","Lagoa de Pedras","bandeira","revisao_pendente"
"RN","2406403","Lagoa de Velhos","brasao","revisao_pendente"
"RN","2406403","Lagoa de Velhos","bandeira","revisao_pendente"
"RN","2406502","Lagoa Nova","brasao","revisao_pendente"
"RN","2406502","Lagoa Nova","bandeira","revisao_pendente"
"RN","2406601","Lagoa Salgada","brasao","revisao_pendente"
"RN","2406601","Lagoa Salgada","bandeira","revisao_pendente"
"RN","2406700","Lajes","brasao","revisao_pendente"
"RN","2406700","Lajes","bandeira","revisao_pendente"
"RN","2406809","Lajes Pintadas","brasao","revisao_pendente"
"RN","2406809","Lajes Pintadas","bandeira","revisao_pendente"
"RN","2406908","Lucrécia","brasao","revisao_pendente"
"RN","2406908","Lucrécia","bandeira","revisao_pendente"
"RN","2407005","Luís Gomes","brasao","revisao_pendente"
"RN","2407005","Luís Gomes","bandeira","revisao_pendente"
"RN","2407104","Macaíba","brasao","revisao_pendente"
"RN","2407104","Macaíba","bandeira","revisao_pendente"
"RN","2407203","Macau","brasao","revisao_pendente"
"RN","2407203","Macau","bandeira","revisao_pendente"
"RN","2407252","Major Sales","brasao","revisao_pendente"
"RN","2407252","Major Sales","bandeira","revisao_pendente"
"RN","2407302","Marcelino Vieira","brasao","revisao_pendente"
"RN","2407302","Marcelino Vieira","bandeira","revisao_pendente"
"RN","2407401","Martins","brasao","revisao_pendente"
"RN","2407401","Martins","bandeira","revisao_pendente"
"RN","2407500","Maxaranguape","brasao","revisao_pendente"
"RN","2407500","Maxaranguape","bandeira","revisao_pendente"
"RN","2407609","Messias Targino","brasao","revisao_pendente"
"RN","2407609","Messias Targino","bandeira","revisao_pendente"
"RN","2407708","Montanhas","brasao","revisao_pendente"
"RN","2407708","Montanhas","bandeira","revisao_pendente"
"RN","2407807","Monte Alegre","brasao","revisao_pendente"
"RN","2407807","Monte Alegre","bandeira","revisao_pendente"
"RN","2407906","Monte das Gameleiras","brasao","revisao_pendente"
"RN","2407906","Monte das Gameleiras","bandeira","revisao_pendente"
"RN","2408003","Mossoró","brasao","revisao_pendente"
