"codigo_ibge","municipio","uf","tipo","status","arquivo_commons","pagina_origem","motivo","tentativas"
"2105203","Igarapé Grande","MA","brasao","nao_encontrado","","","",0
"2105203","Igarapé Grande","MA","bandeira","nao_encontrado","","","",0
"2105351","Itaipava do Grajaú","MA","brasao","nao_encontrado","","","",0
"2105351","Itaipava do Grajaú","MA","bandeira","nao_encontrado","","","",0
"2105401","Itapecuru Mirim","MA","brasao","rejeitado","File:Brasão Itapecuru Mirim MA.svg","https://commons.wikimedia.org/wiki/File:Bras%C3%A3o_Itapecuru_Mirim_MA.svg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2105476","Jenipapo dos Vieiras","MA","brasao","nao_encontrado","","","",0
"2105476","Jenipapo dos Vieiras","MA","bandeira","nao_encontrado","","","",0
"2105500","João Lisboa","MA","brasao","nao_encontrado","","","",0
"2105609","Joselândia","MA","brasao","nao_encontrado","","","",0
"2105658","Junco do Maranhão","MA","brasao","nao_encontrado","","","",0
"2105658","Junco do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2105807","Lago do Junco","MA","brasao","nao_encontrado","","","",0
"2105807","Lago do Junco","MA","bandeira","nao_encontrado","","","",0
"2105906","Lago Verde","MA","brasao","nao_encontrado","","","",0
"2105906","Lago Verde","MA","bandeira","nao_encontrado","","","",0
"2105948","Lago dos Rodrigues","MA","brasao","nao_encontrado","","","",0
"2105948","Lago dos Rodrigues","MA","bandeira","nao_encontrado","","","",0
"2105963","Lagoa Grande do Maranhão","MA","brasao","nao_encontrado","","","",0
"2105963","Lagoa Grande do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2105989","Lajeado Novo","MA","brasao","nao_encontrado","","","",0
"2105989","Lajeado Novo","MA","bandeira","nao_encontrado","","","",0
"2106102","Loreto","MA","brasao","nao_encontrado","","","",0
"2106102","Loreto","MA","bandeira","nao_encontrado","","","",0
"2106201","Luís Domingues","MA","brasao","nao_encontrado","","","",0
"2106300","Magalhães de Almeida","MA","brasao","nao_encontrado","","","",0
"2106300","Magalhães de Almeida","MA","bandeira","nao_encontrado","","","",0
"2106326","Maracaçumé","MA","brasao","nao_encontrado","","","",0
"2106409","Mata Roma","MA","brasao","nao_encontrado","","","",0
"2106508","Matinha","MA","brasao","nao_encontrado","","","",0
"2106607","Matões","MA","brasao","nao_encontrado","","","",0
"2106631","Matões do Norte","MA","brasao","desatualizado","File:Que fervo.. Matões do Norte MA.webm","https://commons.wikimedia.org/wiki/File:Que_fervo.._Mat%C3%B5es_do_Norte_MA.webm","Download pendente: Timeout awaiting 'request' for 15000ms | Download adiado para revisão após 3 falhas transitórias",3
"2106631","Matões do Norte","MA","bandeira","desatualizado","File:Que fervo.. Matões do Norte MA.webm","https://commons.wikimedia.org/wiki/File:Que_fervo.._Mat%C3%B5es_do_Norte_MA.webm","Download pendente: Timeout awaiting 'request' for 15000ms | Download adiado para revisão após 3 falhas transitórias",3
"2106672","Milagres do Maranhão","MA","brasao","nao_encontrado","","","",0
"2106672","Milagres do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2106805","Mirinzal","MA","brasao","nao_encontrado","","","",0
"2107001","Montes Altos","MA","brasao","nao_encontrado","","","",0
"2107001","Montes Altos","MA","bandeira","nao_encontrado","","","",0
"2107100","Morros","MA","brasao","nao_encontrado","","","",0
"2107100","Morros","MA","bandeira","nao_encontrado","","","",0
"2107209","Nina Rodrigues","MA","brasao","nao_encontrado","","","",0
"2107258","Nova Colinas","MA","brasao","nao_encontrado","","","",0
"2107258","Nova Colinas","MA","bandeira","nao_encontrado","","","",0
"2107357","Nova Olinda do Maranhão","MA","brasao","nao_encontrado","","","",0
"2107407","Olho d'Água das Cunhãs","MA","brasao","nao_encontrado","","","",0
"2107407","Olho d'Água das Cunhãs","MA","bandeira","nao_encontrado","","","",0
"2107456","Olinda Nova do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2107506","Paço do Lumiar","MA","brasao","nao_encontrado","","","",0
"2107803","Parnarama","MA","brasao","nao_encontrado","","","",0
"2108058","Paulino Neves","MA","bandeira","rejeitado","File:Bandeira paulino neves.jpg","https://commons.wikimedia.org/wiki/File:Bandeira_paulino_neves.jpg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2108256","Pedro do Rosário","MA","brasao","nao_encontrado","","","",0
"2108256","Pedro do Rosário","MA","bandeira","nao_encontrado","","","",0
"2108306","Penalva","MA","brasao","nao_encontrado","","","",0
"2108504","Pindaré-Mirim","MA","bandeira","nao_encontrado","","","",0
"2108702","Pio XII","MA","brasao","nao_encontrado","","","",0
"2108801","Pirapemas","MA","brasao","nao_encontrado","File:Brasão e Bandeira da Cidade de Pirapemas (MA) - mbi.com.br","","",0
"2108801","Pirapemas","MA","bandeira","nao_encontrado","File:Bandeira de Pirapemas MA.png","","Mais de um candidato plausível encontrado no fallback",0
"2108900","Poção de Pedras","MA","brasao","nao_encontrado","","","",0
"2108900","Poção de Pedras","MA","bandeira","nao_encontrado","","","",0
"2109106","Presidente Dutra","MA","brasao","nao_encontrado","","","",0
"2109205","Presidente Juscelino","MA","brasao","nao_encontrado","","","",0
"2109205","Presidente Juscelino","MA","bandeira","nao_encontrado","","","",0
"2109239","Presidente Médici","MA","brasao","nao_encontrado","","","",0
"2109270","Presidente Sarney","MA","brasao","nao_encontrado","","","",0
"2109270","Presidente Sarney","MA","bandeira","nao_encontrado","","","",0
"2109452","Raposa","MA","bandeira","rejeitado","File:Bandeira de Raposa.svg","https://commons.wikimedia.org/wiki/File:Bandeira_de_Raposa.svg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2109551","Ribamar Fiquene","MA","brasao","nao_encontrado","","","",0
"2109551","Ribamar Fiquene","MA","bandeira","nao_encontrado","","","",0
"2109700","Sambaíba","MA","brasao","nao_encontrado","","","",0
"2109700","Sambaíba","MA","bandeira","nao_encontrado","","","",0
"2109809","Santa Helena","MA","brasao","nao_encontrado","","","",0
"2110005","Santa Luzia","MA","brasao","nao_encontrado","","","",0
"2110039","Santa Luzia do Paruá","MA","brasao","nao_encontrado","","","",0
"2110039","Santa Luzia do Paruá","MA","bandeira","nao_encontrado","","","",0
"2110104","Santa Quitéria do Maranhão","MA","brasao","nao_encontrado","","","",0
"2110104","Santa Quitéria do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2110203","Santa Rita","MA","brasao","nao_encontrado","","","",0
"2110237","Santana do Maranhão","MA","brasao","nao_encontrado","","","",0
"2110237","Santana do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2110278","Santo Amaro do Maranhão","MA","brasao","rejeitado","File:Brasão de Santo Amaro do Maranhão.pdf","https://commons.wikimedia.org/wiki/File:Bras%C3%A3o_de_Santo_Amaro_do_Maranh%C3%A3o.pdf","Validação automática de segurança: Formato de imagem não permitido",0
"2110278","Santo Amaro do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2110302","Santo Antônio dos Lopes","MA","brasao","nao_encontrado","","","",0
"2110302","Santo Antônio dos Lopes","MA","bandeira","nao_encontrado","","","",0
"2110401","São Benedito do Rio Preto","MA","brasao","nao_encontrado","","","",0
"2110500","São Bento","MA","brasao","nao_encontrado","","","",0
"2110609","São Bernardo","MA","brasao","nao_encontrado","","","",0
"2110658","São Domingos do Azeitão","MA","bandeira","nao_encontrado","","","",0
"2110807","São Félix de Balsas","MA","brasao","nao_encontrado","","","",0
"2110807","São Félix de Balsas","MA","bandeira","nao_encontrado","","","",0
"2110856","São Francisco do Brejão","MA","brasao","nao_encontrado","","","",0
"2110856","São Francisco do Brejão","MA","bandeira","nao_encontrado","","","",0
"2110906","São Francisco do Maranhão","MA","brasao","nao_encontrado","","","",0
"2110906","São Francisco do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2111003","São João Batista","MA","brasao","nao_encontrado","","","",0
"2111003","São João Batista","MA","bandeira","nao_encontrado","","","",0
"2111029","São João do Carú","MA","brasao","nao_encontrado","","","",0
"2111029","São João do Carú","MA","bandeira","nao_encontrado","","","",0
"2111052","São João do Paraíso","MA","brasao","nao_encontrado","","","",0
"2111052","São João do Paraíso","MA","bandeira","nao_encontrado","","","",0
"2111078","São João do Soter","MA","brasao","nao_encontrado","","","",0
"2111078","São João do Soter","MA","bandeira","nao_encontrado","","","",0
"2111300","São Luís","MA","brasao","rejeitado","File:Brasão de São Luís.svg","https://commons.wikimedia.org/wiki/File:Bras%C3%A3o_de_S%C3%A3o_Lu%C3%ADs.svg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2111409","São Luís Gonzaga do Maranhão","MA","brasao","nao_encontrado","","","",0
"2111409","São Luís Gonzaga do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2111508","São Mateus do Maranhão","MA","brasao","nao_encontrado","","","",0
"2111508","São Mateus do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2111532","São Pedro da Água Branca","MA","brasao","nao_encontrado","","","",0
"2111532","São Pedro da Água Branca","MA","bandeira","nao_encontrado","","","",0
"2111573","São Pedro dos Crentes","MA","brasao","nao_encontrado","","","",0
"2111573","São Pedro dos Crentes","MA","bandeira","nao_encontrado","","","",0
"2111631","São Raimundo do Doca Bezerra","MA","brasao","nao_encontrado","","","",0
"2111631","São Raimundo do Doca Bezerra","MA","bandeira","nao_encontrado","","","",0
"2111672","São Roberto","MA","brasao","nao_encontrado","","","",0
"2111706","São Vicente Ferrer","MA","brasao","nao_encontrado","File:Bandeira de São Vicente Ferrer MA.svg","","",0
"2111748","Senador Alexandre Costa","MA","brasao","nao_encontrado","","","",0
"2111748","Senador Alexandre Costa","MA","bandeira","nao_encontrado","","","",0
"2111789","Serrano do Maranhão","MA","brasao","nao_encontrado","","","",0
"2111789","Serrano do Maranhão","MA","bandeira","nao_encontrado","","","",0
"2111805","Sítio Novo","MA","brasao","nao_encontrado","","","",0
"2111805","Sítio Novo","MA","bandeira","nao_encontrado","","","",0
"2112001","Tasso Fragoso","MA","brasao","nao_encontrado","","","",0
"2112209","Timon","MA","bandeira","nao_encontrado","File:Bandeira Timon.png","","",0
"2112233","Trizidela do Vale","MA","brasao","nao_encontrado","","","",0
"2112274","Tufilândia","MA","brasao","nao_encontrado","","","",0
"2112274","Tufilândia","MA","bandeira","nao_encontrado","","","",0
"2112308","Tuntum","MA","brasao","nao_encontrado","","","",0
"2112852","Vila Nova dos Martírios","MA","brasao","nao_encontrado","","","",0
"2112852","Vila Nova dos Martírios","MA","bandeira","nao_encontrado","","","",0
"2113009","Vitorino Freire","MA","brasao","nao_encontrado","","","",0
"2200202","Água Branca","PI","brasao","nao_encontrado","","","",0
"2200202","Água Branca","PI","bandeira","nao_encontrado","","","",0
"2200251","Alagoinha do Piauí","PI","brasao","nao_encontrado","","","",0
"2200277","Alegrete do Piauí","PI","brasao","nao_encontrado","","","",0
"2200277","Alegrete do Piauí","PI","bandeira","nao_encontrado","","","",0
"2200301","Alto Longá","PI","brasao","rejeitado","File:BRASÃO DE ALTO LONGÁ - PI.svg","https://commons.wikimedia.org/wiki/File:BRAS%C3%83O_DE_ALTO_LONG%C3%81_-_PI.svg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2200301","Alto Longá","PI","bandeira","rejeitado","File:BANDEIRA DE ALTO LONGÁ - PI.svg","https://commons.wikimedia.org/wiki/File:BANDEIRA_DE_ALTO_LONG%C3%81_-_PI.svg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2200509","Amarante","PI","brasao","nao_encontrado","","","",0
"2200509","Amarante","PI","bandeira","nao_encontrado","","","",0
"2200608","Angical do Piauí","PI","brasao","nao_encontrado","","","",0
"2200707","Anísio de Abreu","PI","brasao","nao_encontrado","","","",0
"2200707","Anísio de Abreu","PI","bandeira","nao_encontrado","","","",0
"2200954","Aroeiras do Itaim","PI","brasao","nao_encontrado","","","",0
"2201002","Arraial","PI","bandeira","nao_encontrado","","","",0
"2201051","Assunção do Piauí","PI","brasao","nao_encontrado","","","",0
"2201176","Barra D'Alcântara","PI","brasao","nao_encontrado","","","",0
"2201176","Barra D'Alcântara","PI","bandeira","nao_encontrado","","","",0
"2201309","Barreiras do Piauí","PI","brasao","nao_encontrado","","","",0
"2201309","Barreiras do Piauí","PI","bandeira","nao_encontrado","","","",0
"2201408","Barro Duro","PI","bandeira","nao_encontrado","","","",0
"2201556","Bela Vista do Piauí","PI","brasao","nao_encontrado","","","",0
"2201556","Bela Vista do Piauí","PI","bandeira","nao_encontrado","","","",0
"2201572","Belém do Piauí","PI","brasao","nao_encontrado","","","",0
"2201572","Belém do Piauí","PI","bandeira","nao_encontrado","","","",0
"2201606","Beneditinos","PI","brasao","nao_encontrado","","","",0
"2201705","Bertolínia","PI","bandeira","nao_encontrado","","","",0
"2201739","Betânia do Piauí","PI","brasao","nao_encontrado","","","",0
"2201739","Betânia do Piauí","PI","bandeira","nao_encontrado","","","",0
"2201804","Bocaina","PI","brasao","nao_encontrado","","","",0
"2201804","Bocaina","PI","bandeira","nao_encontrado","","","",0
"2201919","Bom Princípio do Piauí","PI","brasao","nao_encontrado","","","",0
"2201919","Bom Princípio do Piauí","PI","bandeira","nao_encontrado","","","",0
"2201929","Bonfim do Piauí","PI","brasao","nao_encontrado","","","",0
"2201929","Bonfim do Piauí","PI","bandeira","nao_encontrado","","","",0
"2201945","Boqueirão do Piauí","PI","brasao","nao_encontrado","","","",0
"2201945","Boqueirão do Piauí","PI","bandeira","nao_encontrado","","","",0
"2201988","Brejo do Piauí","PI","brasao","nao_encontrado","","","",0
"2202000","Buriti dos Lopes","PI","brasao","nao_encontrado","","","",0
"2202000","Buriti dos Lopes","PI","bandeira","nao_encontrado","","","",0
"2202026","Buriti dos Montes","PI","bandeira","nao_encontrado","","","",0
"2202083","Cajueiro da Praia","PI","brasao","nao_encontrado","","","",0
"2202083","Cajueiro da Praia","PI","bandeira","nao_encontrado","","","",0
"2202091","Caldeirão Grande do Piauí","PI","brasao","nao_encontrado","","","",0
"2202091","Caldeirão Grande do Piauí","PI","bandeira","nao_encontrado","","","",0
"2202109","Campinas do Piauí","PI","brasao","nao_encontrado","","","",0
"2202109","Campinas do Piauí","PI","bandeira","nao_encontrado","","","",0
"2202117","Campo Alegre do Fidalgo","PI","brasao","nao_encontrado","","","",0
"2202117","Campo Alegre do Fidalgo","PI","bandeira","nao_encontrado","","","",0
"2202133","Campo Grande do Piauí","PI","brasao","nao_encontrado","","","",0
"2202133","Campo Grande do Piauí","PI","bandeira","nao_encontrado","","","",0
"2202174","Campo Largo do Piauí","PI","brasao","nao_encontrado","","","",0
"2202174","Campo Largo do Piauí","PI","bandeira","nao_encontrado","","","",0
"2202208","Campo Maior","PI","brasao","rejeitado","File:Brasão de Campo Maior (Piauí)Brasil.svg","https://commons.wikimedia.org/wiki/File:Bras%C3%A3o_de_Campo_Maior_(Piau%C3%AD)Brasil.svg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2202251","Canavieira","PI","brasao","nao_encontrado","","","",0
"2202251","Canavieira","PI","bandeira","nao_encontrado","","","",0
"2202406","Capitão de Campos","PI","brasao","nao_encontrado","","","",0
"2202406","Capitão de Campos","PI","bandeira","nao_encontrado","","","",0
"2202455","Capitão Gervásio Oliveira","PI","brasao","nao_encontrado","","","",0
"2202455","Capitão Gervásio Oliveira","PI","bandeira","nao_encontrado","","","",0
"2202505","Caracol","PI","brasao","nao_encontrado","","","",0
"2202505","Caracol","PI","bandeira","nao_encontrado","","","",0
"2202539","Caraúbas do Piauí","PI","brasao","nao_encontrado","","","",0
"2202539","Caraúbas do Piauí","PI","bandeira","nao_encontrado","","","",0
"2202554","Caridade do Piauí","PI","brasao","nao_encontrado","","","",0
"2202554","Caridade do Piauí","PI","bandeira","nao_encontrado","","","",0
"2202653","Caxingó","PI","brasao","nao_encontrado","","","",0
"2202653","Caxingó","PI","bandeira","nao_encontrado","","","",0
"2202711","Cocal de Telha","PI","brasao","nao_encontrado","","","",0
"2202729","Cocal dos Alves","PI","brasao","nao_encontrado","","","",0
"2202729","Cocal dos Alves","PI","bandeira","nao_encontrado","","","",0
"2202737","Coivaras","PI","brasao","nao_encontrado","","","",0
"2202737","Coivaras","PI","bandeira","nao_encontrado","","","",0
"2202752","Colônia do Gurguéia","PI","bandeira","nao_encontrado","","","",0
"2202778","Colônia do Piauí","PI","brasao","nao_encontrado","","","",0
"2202778","Colônia do Piauí","PI","bandeira","nao_encontrado","","","",0
"2202802","Conceição do Canindé","PI","brasao","nao_encontrado","","","",0
"2202802","Conceição do Canindé","PI","bandeira","nao_encontrado","","","",0
"2202851","Coronel José Dias","PI","brasao","nao_encontrado","","","",0
"2202851","Coronel José Dias","PI","bandeira","nao_encontrado","","","",0
"2203008","Cristalândia do Piauí","PI","brasao","nao_encontrado","","","",0
"2203008","Cristalândia do Piauí","PI","bandeira","nao_encontrado","","","",0
"2203206","Curimatá","PI","bandeira","nao_encontrado","","","",0
"2203255","Curralinhos","PI","brasao","nao_encontrado","","","",0
"2203255","Curralinhos","PI","bandeira","nao_encontrado","","","",0
"2203271","Curral Novo do Piauí","PI","brasao","nao_encontrado","","","",0
"2203271","Curral Novo do Piauí","PI","bandeira","nao_encontrado","","","",0
"2203305","Demerval Lobão","PI","brasao","nao_encontrado","","","",0
"2203305","Demerval Lobão","PI","bandeira","nao_encontrado","","","",0
"2203420","Domingos Mourão","PI","brasao","nao_encontrado","","","",0
"2203420","Domingos Mourão","PI","bandeira","nao_encontrado","","","",0
"2203453","Dom Inocêncio","PI","brasao","nao_encontrado","","","",0
"2203453","Dom Inocêncio","PI","bandeira","nao_encontrado","","","",0
"2203503","Elesbão Veloso","PI","brasao","nao_encontrado","","","",0
"2203602","Eliseu Martins","PI","brasao","nao_encontrado","","","",0
"2203602","Eliseu Martins","PI","bandeira","nao_encontrado","","","",0
"2203750","Fartura do Piauí","PI","brasao","nao_encontrado","","","",0
"2203750","Fartura do Piauí","PI","bandeira","nao_encontrado","","","",0
"2203800","Flores do Piauí","PI","brasao","nao_encontrado","","","",0
"2203800","Flores do Piauí","PI","bandeira","nao_encontrado","","","",0
"2204006","Francinópolis","PI","brasao","nao_encontrado","","","",0
"2204006","Francinópolis","PI","bandeira","nao_encontrado","","","",0
"2204105","Francisco Ayres","PI","brasao","nao_encontrado","","","",0
"2204204","Francisco Santos","PI","brasao","nao_encontrado","","","",0
"2204204","Francisco Santos","PI","bandeira","nao_encontrado","","","",0
"2204352","Geminiano","PI","brasao","nao_encontrado","","","",0
"2204352","Geminiano","PI","bandeira","nao_encontrado","","","",0
"2204402","Gilbués","PI","brasao","nao_encontrado","File:Brasão de Gilbués.jpg","","",0
"2204600","Hugo Napoleão","PI","brasao","nao_encontrado","","","",0
"2204659","Ilha Grande","PI","brasao","nao_encontrado","","","",0
"2204659","Ilha Grande","PI","bandeira","nao_encontrado","","","",0
"2204709","Inhuma","PI","brasao","nao_encontrado","","","",0
"2204709","Inhuma","PI","bandeira","nao_encontrado","","","",0
"2204808","Ipiranga do Piauí","PI","bandeira","nao_encontrado","","","",0
"2204907","Isaías Coelho","PI","brasao","nao_encontrado","","","",0
"2204907","Isaías Coelho","PI","bandeira","nao_encontrado","","","",0
"2205003","Itainópolis","PI","brasao","nao_encontrado","","","",0
"2205003","Itainópolis","PI","bandeira","nao_encontrado","","","",0
"2205102","Itaueira","PI","brasao","nao_encontrado","","","",0
"2205201","Jaicós","PI","brasao","nao_encontrado","","","",0
"2205250","Jardim do Mulato","PI","brasao","nao_encontrado","","","",0
"2205250","Jardim do Mulato","PI","bandeira","nao_encontrado","","","",0
"2205276","Jatobá do Piauí","PI","brasao","nao_encontrado","","","",0
"2205300","Jerumenha","PI","brasao","nao_encontrado","","","",0
"2205300","Jerumenha","PI","bandeira","nao_encontrado","","","",0
"2205359","João Costa","PI","brasao","nao_encontrado","","","",0
"2205359","João Costa","PI","bandeira","nao_encontrado","","","",0
"2205508","José de Freitas","PI","brasao","rejeitado","File:Brasao JosedeFreitas Piaui Brasil.svg","https://commons.wikimedia.org/wiki/File:Brasao_JosedeFreitas_Piaui_Brasil.svg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2205516","Juazeiro do Piauí","PI","brasao","nao_encontrado","","","",0
"2205516","Juazeiro do Piauí","PI","bandeira","nao_encontrado","","","",0
"2205524","Júlio Borges","PI","brasao","nao_encontrado","","","",0
"2205524","Júlio Borges","PI","bandeira","nao_encontrado","","","",0
"2205532","Jurema","PI","brasao","nao_encontrado","","","",0
"2205532","Jurema","PI","bandeira","nao_encontrado","","","",0
"2205540","Lagoinha do Piauí","PI","brasao","nao_encontrado","","","",0
"2205540","Lagoinha do Piauí","PI","bandeira","nao_encontrado","","","",0
"2205557","Lagoa Alegre","PI","brasao","nao_encontrado","","","",0
"2205557","Lagoa Alegre","PI","bandeira","nao_encontrado","","","",0
"2205565","Lagoa do Barro do Piauí","PI","brasao","nao_encontrado","","","",0
"2205573","Lagoa de São Francisco","PI","brasao","nao_encontrado","","","",0
"2205573","Lagoa de São Francisco","PI","bandeira","nao_encontrado","","","",0
"2205581","Lagoa do Piauí","PI","brasao","nao_encontrado","","","",0
"2205581","Lagoa do Piauí","PI","bandeira","nao_encontrado","","","",0
"2205599","Lagoa do Sítio","PI","brasao","nao_encontrado","","","",0
"2205599","Lagoa do Sítio","PI","bandeira","nao_encontrado","","","",0
"2205607","Landri Sales","PI","brasao","nao_encontrado","","","",0
"2205607","Landri Sales","PI","bandeira","nao_encontrado","","","",0
"2205706","Luís Correia","PI","brasao","nao_encontrado","","","",0
"2205854","Madeiro","PI","brasao","nao_encontrado","","","",0
"2205953","Marcolândia","PI","brasao","nao_encontrado","","","",0
"2205953","Marcolândia","PI","bandeira","nao_encontrado","","","",0
"2206001","Marcos Parente","PI","brasao","nao_encontrado","","","",0
"2206001","Marcos Parente","PI","bandeira","nao_encontrado","","","",0
"2206050","Massapê do Piauí","PI","brasao","nao_encontrado","","","",0
"2206050","Massapê do Piauí","PI","bandeira","nao_encontrado","","","",0
"2206100","Matias Olímpio","PI","brasao","nao_encontrado","","","",0
"2206209","Miguel Alves","PI","bandeira","rejeitado","File:Bandeira Oficial de Miguel Alves - PI.svg","https://commons.wikimedia.org/wiki/File:Bandeira_Oficial_de_Miguel_Alves_-_PI.svg","Validação automática de segurança: Imagem recusada pelo processador: Input image exceeds pixel limit",0
"2206308","Miguel Leão","PI","bandeira","nao_encontrado","","","",0
"2206357","Milton Brandão","PI","brasao","nao_encontrado","","","",0
"2206357","Milton Brandão","PI","bandeira","nao_encontrado","","","",0
"2206506","Monsenhor Hipólito","PI","brasao","nao_encontrado","","","",0
"2206506","Monsenhor Hipólito","PI","bandeira","nao_encontrado","","","",0
"2206605","Monte Alegre do Piauí","PI","brasao","nao_encontrado","","","",0
"2206605","Monte Alegre do Piauí","PI","bandeira","nao_encontrado","","","",0
"2206654","Morro Cabeça no Tempo","PI","brasao","nao_encontrado","","","",0
"2206654","Morro Cabeça no Tempo","PI","bandeira","nao_encontrado","","","",0
"2206670","Morro do Chapéu do Piauí","PI","brasao","nao_encontrado","","","",0
"2206670","Morro do Chapéu do Piauí","PI","bandeira","nao_encontrado","","","",0
"2206696","Murici dos Portelas","PI","brasao","nao_encontrado","","","",0
"2206704","Nazaré do Piauí","PI","brasao","nao_encontrado","","","",0
"2206720","Nazária","PI","bandeira","nao_encontrado","","","",0
"2206753","Nossa Senhora de Nazaré","PI","brasao","nao_encontrado","","","",0
"2206753","Nossa Senhora de Nazaré","PI","bandeira","nao_encontrado","","","",0
"2206902","Novo Oriente do Piauí","PI","brasao","nao_encontrado","","","",0
"2206902","Novo Oriente do Piauí","PI","bandeira","nao_encontrado","","","",0
"2206951","Novo Santo Antônio","PI","brasao","nao_encontrado","","","",0
"2206951","Novo Santo Antônio","PI","bandeira","nao_encontrado","","","",0
"2207009","Oeiras","PI","brasao","nao_encontrado","","","",0
"2207108","Olho D'Água do Piauí","PI","brasao","nao_encontrado","","","",0
"2207108","Olho D'Água do Piauí","PI","bandeira","nao_encontrado","","","",0
"2207207","Padre Marcos","PI","bandeira","nao_encontrado","","","",0
"2207355","Pajeú do Piauí","PI","bandeira","nao_encontrado","","","",0
"2207553","Paquetá","PI","brasao","nao_encontrado","","","",0
"2207553","Paquetá","PI","bandeira","nao_encontrado","","","",0
"2207603","Parnaguá","PI","brasao","nao_encontrado","","","",0
"2207603","Parnaguá","PI","bandeira","nao_encontrado","","","",0
"2207751","Passagem Franca do Piauí","PI","brasao","nao_encontrado","","","",0
"2207751","Passagem Franca do Piauí","PI","bandeira","nao_encontrado","","","",0
"2207777","Patos do Piauí","PI","brasao","nao_encontrado","","","",0
"2207777","Patos do Piauí","PI","bandeira","nao_encontrado","","","",0
"2207793","Pau D'Arco do Piauí","PI","brasao","nao_encontrado","","","",0
"2207793","Pau D'Arco do Piauí","PI","bandeira","nao_encontrado","","","",0
"2207850","Pavussu","PI","brasao","nao_encontrado","","","",0
"2207850","Pavussu","PI","bandeira","nao_encontrado","","","",0
"2207934","Pedro Laurentino","PI","bandeira","nao_encontrado","","","",0
"2207959","Nova Santa Rita","PI","brasao","nao_encontrado","","","",0
"2207959","Nova Santa Rita","PI","bandeira","nao_encontrado","","","",0
"2208106","Pimenteiras","PI","brasao","nao_encontrado","","","",0
"2208551","Porto Alegre do Piauí","PI","brasao","nao_encontrado","","","",0
"2208551","Porto Alegre do Piauí","PI","bandeira","nao_encontrado","","","",0
"2208601","Prata do Piauí","PI","brasao","nao_encontrado","","","",0
"2208601","Prata do Piauí","PI","bandeira","nao_encontrado","","","",0
"2208700","Redenção do Gurguéia","PI","brasao","nao_encontrado","File:Brasão de Redenção do Gurgueia.png","","",0
"2208700","Redenção do Gurguéia","PI","bandeira","nao_encontrado","File:Bandeira de Redenção do Gurgueia.jpg","","",0
"2208809","Regeneração","PI","bandeira","nao_encontrado","","","",0
"2208858","Riacho Frio","PI","brasao","nao_encontrado","","","",0
"2208874","Ribeira do Piauí","PI","brasao","nao_encontrado","","","",0
"2208874","Ribeira do Piauí","PI","bandeira","nao_encontrado","","","",0
"2208908","Ribeiro Gonçalves","PI","brasao","nao_encontrado","","","",0
"2208908","Ribeiro Gonçalves","PI","bandeira","nao_encontrado","","","",0
"2209005","Rio Grande do Piauí","PI","brasao","nao_encontrado","","","",0
"2209005","Rio Grande do Piauí","PI","bandeira","nao_encontrado","","","",0
"2209104","Santa Cruz do Piauí","PI","brasao","nao_encontrado","","","",0
"2209104","Santa Cruz do Piauí","PI","bandeira","nao_encontrado","","","",0
"2209153","Santa Cruz dos Milagres","PI","brasao","nao_encontrado","","","",0
"2209203","Santa Filomena","PI","brasao","nao_encontrado","","","",0
"2209203","Santa Filomena","PI","bandeira","nao_encontrado","","","",0
"2209302","Santa Luz","PI","brasao","nao_encontrado","","","",0
"2209302","Santa Luz","PI","bandeira","nao_encontrado","","","",0
"2209351","Santana do Piauí","PI","brasao","nao_encontrado","","","",0
"2209351","Santana do Piauí","PI","bandeira","nao_encontrado","","","",0
"2209377","Santa Rosa do Piauí","PI","brasao","nao_encontrado","","","",0
"2209450","Santo Antônio dos Milagres","PI","brasao","nao_encontrado","","","",0
"2209500","Santo Inácio do Piauí","PI","brasao","nao_encontrado","","","",0
"2209559","São Braz do Piauí","PI","brasao","nao_encontrado","","","",0
"2209559","São Braz do Piauí","PI","bandeira","nao_encontrado","","","",0
"2209609","São Félix do Piauí","PI","brasao","nao_encontrado","","","",0
"2209658","São Francisco de Assis do Piauí","PI","brasao","nao_encontrado","","","",0
"2209658","São Francisco de Assis do Piauí","PI","bandeira","nao_encontrado","","","",0
